Voie par ordre alpha des voies,Voie par ordre alpha des noms,Type de voie,Arrt de Lyon (actuel),Arrondissement ou commune d'origine,Validité,Création et modifications,Historique de la voie,Sources,Origine du nom de la voie,Tenant,Aboutissant,Thématiques,Domanialité,Code INSEE,Code FUV,Code FUV actu,Code FANTOIR
Rue Palandre,Palandre (rue),RUE,7e,,Supprimée,Dénommée en 1925 et supprimée en 1987.,"Fragment de la rue des Culattes jusqu'en 1925.
A été supprimée lors de l'établissement de la plaine des jeux de Gerland.",Délibération du Conseil municipal du 19 janvier 1925. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Claude Palandre, entrepreneur, conseiller municipal de 1884 à 1888. Né le 11 mars 1824 à Valence, mort le 27 mars 1900 à Lyon (3e).",Avenue Tony-Garnier,Quai Fillon,Politique/Personnalité,,69387.0,28674.0,,6903875190J
Rue Pascal ,Pascal (rue),RUE,3e,,Supprimée,Attestée de 1868 à 1883.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002).
Annuaires de 1868 à 1883.","Blaise Pascal, illustre écrivain et penseur, né le 19 juin 1623 à Clermont, mort le 19 août 1662 à Paris.",,,Littérature/Philosophie/Sciences et techniques/Personnalité,,69383.0,30716.0,,
Rue Pernon,Pernon (rue),RUE,2e,,Supprimée,Attestée en 1838.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Camille Pernon, fabricant de soieries, né en 1753, mort à Sainte-Foy-lès-Lyon le 14 décembre 1808.",,,Textile/Soie/Personnalité,,,,,
Rue Pirollet,Pirollet (rue),RUE,,,Supprimée,Attestée seulement en 1821.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Plan géométral de la Ville, Coillet, 1821.",Inconnue.,,,,,,,,
Rue Poissonnerie,Poissonnerie (rue),RUE,,,Supprimée,Attestée en 1803.,,"Fiches préparatoires de Vanario.
État civil de 1803.",Inconnue.,,,Histoire locale/Commerce,,,,,
Rue Professeur-Patel,Professeur-Patel (rue),RUE,5e,,Supprimée,Dénommée en 1972.,Nouvelle voie.,Délibération du Conseil municipal du 17 juillet 1972. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Chirurgien et professeur de médecine à l’Hôtel-Dieu, puis à Grange Blanche dont il fut l’organisateur pour l’aspect médical. Commandeur de la légion d'honneur. Membre de l’académie de Lyon dont il fut président en 1949. Né le 13 décembre 1875 à Lyon (4e), mort le 9 juin 1967 à Lyon (2e).",Avenue Barthélémy-Buyer,Rue de Montribloud / Rue du Frère Benoît,Médecine/Chirurgie/Hospices civils de Lyon/Personnalité,,69385.0,28334.0,,6903855680A
Rue René,René (rue),RUE,3e,,Supprimée,Attestée seulement en 1868.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Annuaire de 1868.",Inconnue.,,,,,,,,
Rue Robinson,Robinson (rue),RUE,6e,3e,Supprimée,Attestée de 1858 à 1860.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 315W
Annuaire de 1860.","L'île Robinson existait à cet endroit, une auberge y fut très fréquentée au début du XIXe siècle.",Quai d'Albret,Avenue de Noailles,Géographie/Commerce,,,,,
Rue Romaine,Romaine (rue),RUE,5e,,Supprimée,Attestée de 1794 à 1810.,"A été dénommée rue Saint-Romain jusqu'en 1794 et après 1810.
Voie supprimée lors de la création de l'avenue de l'Archevéché.",Délibération du Conseil municipal du 10 janvier 1794. Rues de Lyon à travers les siècles de Maurice Vanario (2002),Inconnue.,,,,,,,,
Rue Roule,Roule (rue),RUE,9e,5e,Supprimée,Dénommée en 1956.,,Délibération du Conseil municipal du 8 décembre 1956. Rues de Lyon à travers les siècles de Maurice Vanario (2002),Inconnue.,,,,,,,,
Rue Sabine,Sabine (rue),RUE,3e,,Supprimée,Attestée de 1868 à 1883.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Indicateurs de 1868 à 1883.",Inconnue.,Chemin Croix-Morlon,Place des Maisons-Neuves,Prénom/Femme,,,,,
Rue Saint-Alban,Saint-Alban (rue),RUE,5e,,Supprimée,Attestée en 1789 et supprimée en 1835.,"A été également appelée rue du Palais.
A été dénommée place de la Correction de 1794 à 1810.
A été supprimée lors de la création du palais de Justice.",Rues de Lyon à travers les siècles de Maurice Vanario (2002),"La chapelle de Saint-Alban, ancien prieuré dépendant de l'abbaye de Saint-Claude, fut démolie en 1754.",,,Religion/Personnalité,,,,,
Rue Saint-Bernard,Saint-Bernard (rue),RUE,1er,,Supprimée,Attestée en 1868.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Annuaire de 1868.","Les religieuses bernardines s'installèrent en 1631, leur couvent fut supprimé en 1753.",,,Religion/Personnalité,,,,,
Rue Saint-Crépin,Saint-Crépin (rue),RUE,2e,,Supprimée,Attestée de 1821 à 1854.,A été supprimée lors de la création de la place de la République en 1854.,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Plan géométral de la Ville, Coillet, 1821.",Martyr du IIIe siècle.,,,Religion/Personnalité,,,,,
Rue Sainte-Agathe,Sainte-Agathe (rue),RUE,7e,3e,Supprimée,Attestée seulement en 1868.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Annuaire de 1868.",Inconnue.,Rue des Culattes,,Religion/Personnalité/Femme,,,,,
Rue Sainte-Élisabeth,Sainte-Élisabeth (rue),RUE,2e,,Supprimée,Attestée en 1821.,Voie englobée dans l'hôpital Desgenettes qui fut démoli en 1967.,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Plan géométral de la Ville, Coillet, 1821.",Les religieuses du Tiers Ordre de Sainte-Élisabeth avaient là un couvent.,,,Religion/Personnalité/Femme,,,,,
Rue Sainte-Hélène,Sainte-Hélène (rue),RUE,3e,,Supprimée,Attestée de 1853 à 1861.,,"Fiches préparatoires de Vanario.
Indicateurs de 1853 à 1861.",,,,Religion/Personnalité/Femme,,,,,
Rue Saint-Étienne,Saint-Étienne (rue),RUE,3e,,Supprimée,Attestée seulement en 1853.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Indicateur de 1853.",Inconnue.,,,Religion/Personnalité,,,,,
Rue Saint-Fabricien,Saint-Fabricien (rue),RUE,3e,,Supprimée,Attestée seulement en 1868.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Annuaire de 1868.",Fabrice de Tolède ou saint Fabrice ou saint Fabricien († 417) est un martyr vénéré avec Philibert à Tolède. Il fut le premier évêque de Porto au Portugal.,Rue Rebecca,Rue Corne-de-Cerf,Religion/Personnalité,,,,,
Rue Saint-Marc,Saint-Marc (rue),RUE,8e,,Supprimée,Supprimée en 1995.,A été dénommée chemin de Saint-Marc.,Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 936W/8213,"Il y a plusieurs Saint-Marc, dont le plus fameux a écrit l'un des quatre évangiles. Il est représenté avec un lion.",,,Religion/Personnalité,,69388.0,33155.0,,
Rue Saint-Romain,Saint-Romain (rue),RUE,5e,,Supprimée,Attestée de 1680 à 1794 et après 1810.,"A été dénommée rue Romaine de 1794 à 1810.
Supprimée lors de la création de l'avenue de l'Archevêché.","Rues de Lyon à travers les siècles de Maurice Vanario (2002)
DD/56 bis p. 60.",L'antique église Saint-Romain fut démolie en 1743.,,,Religion/Personnalité,,,,,
Rue Salomon,Salomon (rue),RUE,3e,,Supprimée,Attestée de 1868 à 1883.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Anuuaires de 1868 à 1883.",Inconnue.,Rue Saint-Victorien,Ruisseau de la Rize,,,,,,
Rue Samuel,Samuel (rue),RUE,3e,,Supprimée,Attestée de 1868 à 1882.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Annuaires de 1868 à 1882.",Inconnue.,Rue de la Villette,Chemin de fer de Genève,,,,,,
Rue Seguin prolongée,Seguin prolongée (rue),RUE,2e,,Supprimée,Attestée en 1955 et supprimée avant 1995.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Liste des voies privées de 1955.","Marc Seguin, inventeur des premiers ponts suspendus et de la locomotive à chaudière tubulaire. La ligne de chemin de fer de Lyon à Saint-Étienne est l'œuvre de Marc Seguin et de ses frères. Né le 20 avril 1786 à Annonay, il y est mort le 24 février 1875.",,,Ingénierie/Transport ferroviaire/Personnalité,,69382.0,27644.0,,6903826720U
Rue Sidoine,Sidoine (rue),RUE,3e,,Supprimée,Attestée de 1868 à 1876.,,"Fiches préparatoires de Vanario.
Annuaires de 1868 à 1876.",Inconnue.,,,,,,,,
Rue Solange,Solange (rue),RUE,3e,,Supprimée,Attestée de 1868 à 1876.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Annuaires de 1868 à 1876.",Inconnue.,Route d'Heyrieux,Chemin de Combe-Blanche,,,,,,
Rue Spon,Spon (rue),RUE,2e,,Supprimée,Dénommée en 1830 et déclassée en 1933.,,Délibération du Conseil municipal sans suite du 16 juillet 1830 et du 18 mai 1837. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Jacob Spon, médecin, numismate, archéologue. Né à Lyon en 1647, mort à Vevey en 1685.",,,Médecine/Numismatique/Archéologie/Ancien Régime/Personnalité,,,,,
Rue Stella,Stella (rue),RUE,2e,,Supprimée,Attestée en 1814 et supprimée en 1856.,A été supprimée lors de la création de la place des Cordeliers en 1858.,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Plan 3S/545.",Famille de peintres lyonnais au XVIIe siècle.,,,Beaux-arts/Peinture/Ancien Régime,,,,,
Rue Talaru,Talaru (rue),RUE,5e,,Supprimée,Attestée en 1821.,Voie supprimée.,"Plan géométral de la Ville, Coillet, 1821.","La famille Talaru fournit à l'Église de Lyon, du Moyen Âge au XVIIe siècle, vingt-cinq chanoines et trois archevêques.",,,Religion,,,,,
Rue Thomas-Blanchet,Thomas-Blanchet (rue),RUE,2e,,Supprimée,Dénommée en 1830 et supprimée en 1854.,Emplacement acquis par la Compagnie de chemins de fer en 1854.,"Délibérations du Conseil municipal du 16 juillet 1830 (sans suite) puis du 18 mai 1837.
Délibération du Conseil Municipal du 15 décembre 1854.
Rues de Lyon à travers les siècles de Maurice Vanario (2002)","Peintre, décorateur de l'Hôtel de Ville. Né à paris en 1614, mort à Lyon (Saint-Pierre Saint-Sathurnin) le 21 juin 1689.",,,Beaux-arts/Peinture/Personnalité,,,,,
Rue Tirevie,Tirevie (rue),RUE,1er,,Supprimée,Attestée en 1680.,Rue non identifiée.,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
DD/56 bis p. 231.",Inconnue.,,,,,,,,
Rue Trudaine,Trudaine (rue),RUE,1er,,Supprimée,Attestée en 1838.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
annuaire de 1838.","Charles de Trudaine de Montigny, né en 1660, mort en 1771, intendant de la généralité de Lyon.",,,Administration/Ancien Régime/Personnalité,,,,,
Rue Vanneret,Vanneret (rue),RUE,1er,,Supprimée,Attestée de 1550 à 1590.,"Ou rue Vannerot.
Allait de la porte Saint-Marcel à la croix du Griffon.",Rues de Lyon à travers les siècles de Maurice Vanario (2002) et plan topographique en 1350 par B. Vermorel (1S/181),Inconnue.,,,,,,,,
Rue Victor-Lagrange,Victor-Lagrange (rue),RUE,7e,,Supprimée,Dénommée en 1902.,Voie supprimée par le dédoublement des voies de chemin de fer de Lyon à Chasse.,Délibération du Conseil municipal du 15 avril 1902. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Typographe et publiciste. Conseiller municipal en 1876, député de 1881 à 1894. Né à Dijon en 1845, décédé à Vichy en 1894.",,,Politique/Imprimerie/Personnalité,,,,,
Rue Vivardien,Vivardien (rue),RUE,3e,,Supprimée,Attestée seulement en 1854.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
",Inconnue.,,,,,,,,
Ruelle de la Roche,Roche (ruelle de la),RUELLE,5e,,Supprimée,Attestée de 1680 à 1716.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
DD/56 bis p. 15.
Almanach de 1716.",Inconnue.,,,,,,,,
Ruelle des Belettes,Belettes (ruelle des),RUE,5e,,Supprimée,Attestée au XVIIe siècle.,Se trouvait à l'emplacement du n° 15 rue Roger-Radisson.,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Inconnue.,,,Zoologie,,,,,
Ruelle des Tapis,Tapis (ruelle des),RUELLE,4e,,Supprimée,Attestée de 1854 à 1912.,A été supprimée en 1912.,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
1C/702106",Talus couverts d'herbe des anciens remparts de la Croix-Rousse.,,,Fortifications/Histoire militaire/Urbanisme,,,,,
Ruelle du Petit-Change,Petit-Change (ruelle du),RUELLE,5e,,Supprimée,Attestée en 1680.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002) et fiches préparatoires de Vanario.
""1680 - Alignement de la ruelle et entrée du petit change venant de la rue de l'Arbaleste"" DD/56 bis, p. 50.","Dès le XIIIe siècle, fut le centre du change et de la banque à Lyon.",,,Finances/Banque/Commerce,,,,,
Ruelle du Treillis,Treillis (ruelle du),RUELLE,5e,,Supprimée,Attestée en 1680.,A été supprimée lors de la création du quai Pierre-Scize.,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
DD/56 bis p. 17.","On trouve parfois la forme ""Trillis"".",Rue Bourgneuf,,,,,,,
Ruelle Faure,Faure (ruelle),RUELLE,5e,,Supprimée,Attestée en 1661.,Supprimée lors de la création du port Dauphin.,"Rues de Lyon à travers les siècles de Maurice Vanario (2002) et fiches préparatoires de Vanario.
Manuscrit Vermorel T4 p.611.",Inconnue.,,,,,,,,
Ruelle Saint-Georges,Saint-Georges (ruelle),RUELLE,5e,,Supprimée,Attestée en 1868.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Annuaire de 1868.","L'église Sainte-Eulalie, érigée au Vie siècle sur la place, fut relevée et placée en 802 sous le patronage de Saint-Georges.",,Quai Fulchiron,Religion/Personnalité,,,,,
Ruelle Saint-Laurent,Saint-Laurent (ruelle),RUELLE,5e,,Supprimée,Attestée en 1680.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
DD/56 bis p. 37-38.","L'église Saint-Laurent, voisine de Saint-Paul, brûla en 1793.",,,Religion/Personnalité,,,,,
Ruette des Bestes,Bestes (ruette des),RUELLE,5e,,Supprimée,Attestée en 1493.,Traversait les étables du Change à la Saône.,"Fiches préparatoires de Vanario.
CC/4 folio 902.",Passage pour animaux?,,,Zoologie,,,,,
Square Denis-Père-et-Fils,Denis-Père-et-Fils (square),SQUARE,3e,,Supprimée,Dénommé en 1945 et supprimé en 1974.,Fragment du boulevard de la Part-Dieu.,Délibération du Conseil municipal du 19 février 1945. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"En souvenir du père et du fils, résistants, fusillés par les Allemands. Eugène Denis (père), receveur des Postes aux Brotteaux, né le 12 février 1887 à Charolles (Saône-et-Loire), fusillé à Châtillon-d'Azergues (Rhône) le 19 juillet 1944. Henri Denis (son fils), docteur en droit, né le 12 décembre 1916 à Couiza (Aude), fusillé à Genas (Rhône) le 12 juillet 1944.",,,1939-1945/Résistance/Personnalité,,69383.0,27974.0,,6903832135F
