Voie par ordre alpha des voies,Voie par ordre alpha des noms,Type de voie,Arrt de Lyon (actuel),Arrondissement ou commune d'origine,Validité,Création et modifications,Historique de la voie,Sources,Origine du nom de la voie,Tenant,Aboutissant,Thématiques,Domanialité,Code INSEE,Code FUV,Code FUV actu,Code FANTOIR
Rue Colonel-Chambonnet,Colonel-Chambonnet (rue),RUE,2e,,Actuelle,Dénommée en 1945.,"A été dénommée rue Bonaparte de 1802 à 1814.
A été dénommée rue Louis-le-Grand de 1814 à 1849 puis de 1870 à 1871.
A été dénommée rue Bellecour de 1849 à 1870 et de 1871 à 1945.",Délibération du Conseil municipal du 23 avril 1945. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Colonel de Forces françaises de l'intérieur, né le 4 octobre 1903 à Bessèges (Gard), assassiné par la Gestapo, place Bellecour, le 27 juillet 1944.",Place Antonin-Gourju,Place Bellecour,1939-1945/Résistance/Personnalité,Métropole,69382.0,27561.0,,6903821800W
Rue Combet-Descombes,Combet-Descombes (rue),RUE,3e,,Actuelle,Créée en 1976.,Nouvelle voie.,Délibération du Conseil municipal du 22 mars 1976. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Joseph Métayer-Descombes, dit Combet-Descombes, peintre, membre de l'Académie de Lyon. Né à Lyon (2e) le 24 mars 1885, mort à Lyon (3e) le 4 décembre 1966.",Rue Antoine-Charial,Rue de Baraban,Beaux-arts/Peinture/Personnalité,Métropole,69383.0,27794.0,,6903831820N
Rue Commandant-Ayasse,Commandant-Ayasse (rue),RUE,7e,,Actuelle,Dénommée en 1920.,A absorbé le passage Pérenin vers 1948.,Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Commandant d'infanterie coloniale, explorateur. Né à Lyon (3e) le 21 novembre 1872, mort à Tombouctou le 19 juin 1919.",Avenue Leclerc,Rue Marcel-Mérieux,Histoire militaire/Personnalité,Métropole,69387.0,28579.0,,6903871820W
Rue Commandant-Caroline-Aigle,Commandant-Caroline-Aigle (rue),RUE,8e,,Actuelle,Dénommée en 2010.,Nouvelle voie.,Délibération du Conseil municipal du 18 janvier 2010.,"Première femme pilote de chasse de l'armée de l'air française en 1999, championne du monde militaire de triathlon et major de l'école polytechnique. Née le 12 septembre 1974 à Montauban, morte le 21 août 2007.",Rue Ranvier,Avenue Mermoz,Histoire militaire/Aviation/Femme/Personnalité,Métropole,69388.0,35735.0,,6903881840N
Rue Commandant-Charcot,Commandant-Charcot (rue),RUE,5e,,Actuelle,Dénommée en 1937.,"A été dénommée chemin de la Croix-Blanche.
A été dénommée chemin de Francheville.
A été dénommée grand chemin de Francheville-à-Lyon en 1734.
A été dénommée chemin de Saint-Irénée-à-Malataverne.",Délibération du Conseil municipal du 12 juillet 1937. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Jean Charcot, médecin et explorateur, né à Neuilly-sur-Seine en 1867, mort en mer au large de l'Islande dans le naufrage du ""Pourquoi pas ?"", le 16 septembre 1936.",Place Saint-Irénée,Rue Simon-Jallade,Médecine/Personnalité,Métropole,69385.0,28248.0,,6903851825K
Rue Commandant-Dubois,Commandant-Dubois (rue),RUE,3e,,Actuelle,Attestée en 1890.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Commandant d'artillerie, administrateur des Hospices, adjoint au maire. Né à Briançon (Hautes-Alpes) le 20 octobre 1815, décédé à Monistrol (Haute-Loire) le 6 septembre 1888.",Rue Servient,Rue de la Part-Dieu,Histoire militaire/Personnalité,Métropole,69383.0,27781.0,,6903831830Z
Rue Commandant-Faurax,Commandant-Faurax (rue),RUE,6e,,Actuelle,Dénommée en 1893.,A été dénommée rue du Nord-des-Brotteaux jursqu'en 1893.,Délibération du Conseil municipal du 12 décembre 1893. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Marius Paul Faurax, né le 15 mars 1849 à la Guillotière, mort à Dogba (Bénin, alors Dahomey). Commandant de la Légion étrangère.",Avenue de Grande-Bretagne,Boulevard des Belges,Histoire militaire/Personnalité,Métropole,69386.0,28411.0,,6903861835S
Rue Commandant-Fuzier,Commandant-Fuzier (rue),RUE,3e,,Actuelle,Dénommée en 1920.,Fragment de la rue des Passants.,Délibération du Conseil municipal du 29 novembre 1920. Rues de Lyon à travers les siècles de Maurice Vanario (2002),Camille Édouard Fuzier est né le 7 octobre 1879 à Frangy. Il commande l'aviation de la 10e armée durant la Première Guerre mondiale. Il est mort pour la France à Courville le 23 juillet 1917.,cours Gambetta,rue Villeroy,1914-1918/Personnalité,Métropole,69383.0,27782.0,,6903831840K
Rue Commandant-Marchand,Commandant-Marchand (rue),RUE,3e,,Actuelle,Attestée en 1903.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Officier et explorateur né à Thoissey (Ain) en 1863, mort à Paris en 1934.",Cours du Docteur-Long,Rue Ferdinand-Buisson,Histoire militaire/Personnalité,Métropole,69383.0,27783.0,,6903831845R
Rue Commandant-Pégout,Commandant-Pégout (rue),RUE,8e,,Actuelle,Dénommée en 1961.,Fragment de la rue Wakatsuki de 1930 à 1961.,Délibération du Conseil municipal du 18 décembre 1961. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Commandant du corps des sapeurs-pompiers de Lyon. Né à Lyon (6e) le 19 juillet 1876, décédé à Lyon (6e) le 8 mars 1945.",Rue Jean Sarrazin,rue du Professeur Beauvisage,Sapeurs-pompiers/Personnalité,Métropole,69388.0,28798.0,,6903881850Z
Rue Commarmot,Commarmot (rue),RUE,1er,,Actuelle,Attestée en 1680.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
DD/56 bis p.200-202",Nom du propriétaire du terrain.,rue de l'Arbre-Sec,Rue du Bât-d'Argent,Histoire locale/Urbanisme/Personnalité,Métropole,69381.0,27366.0,,6903811855K
Rue Communieu,Communieu (rue),RUE,9e,,Actuelle,,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Selon les sources, propriétaire d'une parcelle le long de la rue, ou chef de patrouille des scouts de France, né le 9 juin 1928 à Lyon (2e), victime du bombardement du 26 mai 1944.",Montée de la Sauvagère,Rue René-Sabran,Histoire locale/Personnalité,Privé,69389.0,29115.0,,6903891866M
Rue Confort,Confort (rue),RUE,2e,,Actuelle,Attestée de 1716 à 1795 et en 1810.,"A été dénommée rue Sautemouche de 1795 à 1810.
Un fragment a changé de dénomination en 1982 : est devenu la rue Louis-Paufique.","Rues de Lyon à travers les siècles de Maurice Vanario (2002) et fiches préparatoires de Vanario.
Almanach de 1716.",Le couvent des Dominicains de Lyon était dédié à Notre-Dame de Confort avant 1810.,,,Religion,Métropole,69382.0,27562.0,,6903821885N
Rue Constant,Constant (rue),RUE,3e,,Actuelle,Attestée en 1868.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Deuxième prénom du deuxième fils de M. et Mme Richard-Vitton, né en 1834, mort en 1899.",Rue Ferdinand-Buisson,Avenue Lacassagne,Urbanisme/Personnalité,Métropole,69383.0,27795.0,,6903831890P
Rue Constantine,Constantine (rue),RUE,1er,,Actuelle,Dénommée en 1844.,"A été dénommée rue du Bessard jusqu'en 1844.
A absorbé la rue de la Cage en 1854.",Délibération du Conseil municipal le 27 juin 1844. Rues de Lyon à travers les siècles de Maurice Vanario (2002),Nom datant de l'époque de la colonisation de l'Algérie par la France.,Quai de la Pêcherie,Place des Terreaux,Colonisation,Métropole,69381.0,27367.0,,6903811895D
Rue Cottin,Cottin (rue),RUE,9e,,Actuelle,Attestée en 1854.,Fragment de la rue Gorges-de-Loup jusqu'en 1874.,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
1C/702106",La famille Cottin fit don du terrain.,,,Urbanisme,Métropole,69389.0,29116.0,,6903891950D
Rue Coustou,Coustou (rue),RUE,1er,,Actuelle,Attestée en 1821.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002) et fiches préparatoires de Vanario.
Plan géométral de la Ville, Coillet, 1821, 2SAT/18.","Nicolas, né à Lyon (Saint-Nizier) le 9 janvier 1658, décédé à Paris en 1733. Son frère Guillaume, né à Lyon (Saint-Nizier) le 25 avril 1677, décédé à Paris en 1746. Sculpteurs. On conserve à Lyon, au pied de la statue de Louis XIV, ""La Saône"" par Nicolas et ""Le Rhône"" par Guillaume.",Rue des Capucins,Rue Romarin,Beaux-arts/Sculpture/Personnalité,Métropole,69381.0,27368.0,,6903811955U
Rue Couverte,Couverte (rue),RUE,1er,,Actuelle,Attestée en 1680.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002) et fiches préparatoires de Vanario.
DD/56 bis p. 240.",Couverte par l'arche d'une maison.,Quai Saint-Vincent,Rue de la Vieille,Architecture,Mixte,69381.0,27369.0,,6903811960Z
Rue Coysevox,Coysevox (rue),RUE,1er,,Actuelle,Attestée en 1821.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002) et fiches préparatoires de Vanario.
Plan géométral de la Ville, Coillet, 1821, 2SAT/18.","Antoine Coysevox, sculpteur, baptisé à Lyon (paroisse Saint-Nizier) le 29 septembre 1640, mort à Paris en 1720.",Rue René-Leynaud,Rue des Capucins,Beaux-arts/Sculpture/Personnalité,Métropole,69381.0,27370.0,,6903811965E
Rue Crépet,Crépet (rue),RUE,7e,,Actuelle,Dénommée en 1924.,Fragment du chemin du Pré-Gaudry.,Délibération du Conseil municipal du 30 juin 1924. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Christophe Crépet, architecte voyer de la Ville de la Guillotière, maintenu dans ce poste lors de l'annexion de la Guillotière. Capitaine des sapeurs-pompiers de la Guillotière, puis commandant du bataillon de Lyon. Né à Lyon (1er) le 11 mai 1807, mort à Lyon (1er) le 5 novembre 1864.",Rue Yves Farge,Rue du Pré-Gaudry,Voirie/Sapeurs-pompiers/Personnalité,Métropole,69387.0,28588.0,,6903871970J
Rue Creuzet,Creuzet (rue),RUE,7e,La Guillotière,Actuelle,Attestée en 1845.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Indicateur de 1845.","Michel Creuzet, propriétaire, adjoint au maire de la Guillotière. Né le 23 juin 1764 à la Guillotière, y décède le 13 mars 1843.",Grande rue de la Guillotière,Rue Dumoulin,Politique/Urbanisme/Personnalité,Métropole,69387.0,28590.0,,6903871980V
Rue Crillon,Crillon (rue),RUE,6e,La Guillotière,Actuelle,Attestée en 1822.,"A absorbé la rue Charpine en 1854.
A absorbé le passage Crillon.",Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Louis des Balbes de Berton de Crillon, né à Murs en 1543 et mort à Avignon en 1615, est un homme de guerre, capitaine et compagnon d'armes d'Henri IV. ",Rue Vendôme,Boulevard Anatole-France,Histoire militaire/Personnalité,Mixte,69386.0,28413.0,,6903861985E
Rue Croix-Barret,Croix-Barret (rue),RUE,8e,,Actuelle,,A été dénommée chemin de la Croix-Barret.,Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Croix érigée en 1818 par Louis Barret, à l'angle de la rue Croix-Barret et de la route de Vienne.",Rue de Gerland,Route de Vienne,Religion,Métropole,69388.0,28805.0,,6903881995G
Rue Croix-Barret,Croix-Barret (rue),RUE,7e,,Actuelle,,A été dénommée chemin de la Croix-Barret.,Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Croix érigée en 1818 par Louis Barret, à l'angle de la rue Croix-Barret et de la route de Vienne.",Rue de Gerland,Route de Vienne,Religion,Métropole,69387.0,28591.0,,6903871995L
Rue Curie,Curie (rue),RUE,6e,,Actuelle,Dénommée en 1909.,A été dénommée rue du Poirier-sans-Pareil.,Délibération du Conseil municipal du 9 août 1909. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"La délibération du conseil municipal, qui orthographie le nom ""Currie"", ne précise pas s'il s'agit du célèbre couple de physiciens. C'est l'hypothèse la plus vraisemblable.",Cours Vitton,Place Jules-Ferry,Sciences et techniques/Physique/Chimie/Personnalité/Couple,Métropole,69386.0,28414.0,,6903862040P
Rue Curtelin,Curtelin (rue),RUE,6e,,Actuelle,Dénommée en 1932.,A été dénommée petite rue du Midi jusqu'en 1932.,Délibération du Conseil municipal du 4 juillet 1932. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Philippe Curtelin, représentant de commerce, conseiller municipal, adjoint du 6e arrondissement. Né le 4 janvier 1857 à Contrevoz (Ain), décédé le 12 juillet 1929 à Lyon (2e).",Rue Béranger,Rue Bellecombe,Politique/Commerce/Personnalité,Métropole,69386.0,28415.0,,6903862045V
Rue Cuvier,Cuvier (rue),RUE,6e,La Guillotière,Actuelle,Dénommée en 1848 et 1854.,"La partie ouest a été dénommée rue d'Angoulême jusqu'en 1848.
La partie est a été dénommée rue d'Orléans jusqu'en 1848 puis de 1853 à 1854.",Arrêté du Maire de la Guillotière du 30 mai 1848 et délibération du Conseil municipal du 4 août 1854. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Georges Cuvier, anatomiste et paléontologue né à Montbéliard le 23 août 1769, mort à Paris 13 mai 1832.",Quai du Général-Sarrail,Place Jules-Ferry,Sciences et techniques/Anatomir/Paléontologie/Personnalité,Métropole,69386.0,28416.0,,6903862050A
Rue Cyrano,Cyrano (rue),RUE,3e,,Actuelle,Créée en 1904.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Inconnue. Probablement un hommage au personnage d'Edmond Rostand.,Route de Genas,Parc Georges-Bazin,Littérature/Personnalité,Métropole,69383.0,27796.0,,6903832060Z
Rue d'Aguesseau,Aguesseau (rue d'),RUE,7e,La Guillotière,Actuelle,Attestée en 1839.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Henri François d’Aguesseau est né le 27 novembre 1666 à Limoges, mort le 9 février 1751 à Paris. Chancelier de France, érudit et écrivain.",Quai Claude-Bernard,Rue Béchevelin,Érudit/Justice/Personnalité,Métropole,69387.0,28592.0,,6903870075Z
Rue d'Algérie,Algérie (rue d'),RUE,1er,,Actuelle,Dénommée en 1844.,"A été dénommée rue de la Boucherie-des-Terreaux jusqu'en 1844.
A absorbé la place des Carmes en 1855.",Délibération du Conseil municipal du 27 juin 1844 et du 17 février 1855. Rues de Lyon à travers les siècles de Maurice Vanario (2002),Nom datant de l'époque de la colonisation de l'Algérie par la France.,Quai Saint-Vincent,Place des Terreaux,Colonisation,Métropole,69381.0,27371.0,,6903810160T
Rue d'Alsace-Lorraine,Alsace-Lorraine (rue d'),RUE,1er,,Actuelle,Dénommée en 1908.,"A été dénommée rue des Deux-Angles de 1789 à 1856
A été dénommée rue Victor-Arnaud de 1856 à 1878.
A été dénommée rue d'Alsace de 1878 à 1908.","Délibération du Conseil municipal du 16 mars 1908, approuvée le 6 avril 1908. Rues de Lyon à travers les siècles de Maurice Vanario (2002)","Le territoire d'Alsace-Lorraine est devenu partie intégrante de l'Empire allemand de 1871 à 1918, par la cession par la France au traité de Francfort du 10 mai 1871.",Place Michel-Servet,Place Croix-Paquet,Guerre franco-allemande de 1870-1871,Métropole,69381.0,27355.0,,6903810190A
Rue d'Amboise,Amboise (rue d'),RUE,2e,,Actuelle,Attestée en 1820.,La rue rue d'Amboise prolongée a changé de dénomination : est devenue la rue Simon-Maupin.,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
40II fonds Louis Carriot","Georges d'Amboise, né à Chaumont sur Loire en 1460, mort à Lyon le 25 mai 1510. Cardinal, légat du pape pour la France, Premier ministre de Louis XII inspirant des réformes fiscales, les campagnes en Italie et le traité de Blois.",Quai des Célestins,Rue Charles-Montcharmont,Politique/Religion/Personnalité,Métropole,69382.0,27544.0,,6903820195B
Rue d'Amsterdam,Amsterdam (rue d'),RUE,7e,,Actuelle,Dénommée en 1969.,A été dénommée route n° 12.,Attribué le 1er octobre 1969 par l'Administration du port Édouard-Herriot. Rues de Lyon à travers les siècles de Maurice Vanario (2002),Rappelle le port de cette ville.,Rue d'Arles,Rue d'Avignon,Port/Transport fluvial,Privé,69387.0,28542.0,,6903875585N
Rue Dangon,Dangon (rue),RUE,4e,,Actuelle,Créée en 1922.,Nouvelle voie.,Délibération du Conseil municipal du 19 juin 1922. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Claude Dangon, ouvrier en soie, né à Lyon vers 1550, il y est mort en 1631. Inventeur du métier à la grande tire, pour lequel un privilège lui fut accordé en 1605.",Rue Philippe-de-Lassalle,Rue Hénon,Industrie/Textile/Soie/Personnalité,Métropole,69384.0,28064.0,,6903842075L
Rue Danielle-Faynel-Duclos,Danielle-Faynel-Duclos (rue),RUE,3e,,Actuelle,Dénommée en 2007.,Nouvelle voie.,Délibération du Conseil municipal du 25 juin 2007.,"Danielle Faynel-Duclos est née en 1930, elle est morte en 2000. Restée tétraplégique suite à un accident de voiture elle a ensuite œuvré en direction des handicapés. En 1976, elle a créé le premier service de transports pour handicapés de Lyon qui s'est depuis développé en Optibus. ",Allée du Parc,Rue de la Buire,Handicap/TranSport/Femme/Personnalité,Privé,69383.0,35359.0,,6903832074P
Rue Danton,Danton (rue),RUE,3e,,Actuelle,Dénommée en 1904.,"A été dénommée chemin des Forts jusqu'en 1860.
A été dénommée rue Champfleury jusqu'en 1904.",Délibération du Conseil municipal du 12 juillet 1904. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Selon les sources, Georges-Jacques Danton, homme politique né à Arcis-sur-Aube en 1759, guillotiné à Paris le 5 avril 1794, ou Louis Danton, tapissier à Lyon qui a légué sa fortune à la ville et a été l'un des instigateurs de la fontaine des Jacobins.",Rue Paul-Bert,Avenue Félix-Faure,Personnalité,Métropole,69383.0,27799.0,,6903832080W
Rue d'Anvers,Anvers (rue d'),RUE,7e,,Actuelle,Dénommée en 1914.,A été dénommée rue des Asperges jusqu'en 1914.,Délibération du Conseil municipal du 26 novembre 1914. Rues de Lyon à travers les siècles de Maurice Vanario (2002),Nom donné en l'honneur de la défense de la ville d'Anvers (29 septembre - 9 octobre 1914).,Avenue Jean-Jaurès,Rue Bancel,1914-1918,Métropole,69387.0,28593.0,,6903870405H
Rue d'Arles,Arles (rue d'),RUE,7e,,Actuelle,Dénommée en 1969.,A été dénommée rue n° 1.,Attribué le 1er octobre 1969 par l'Administration du port Édouard-Herriot. Rues de Lyon à travers les siècles de Maurice Vanario (2002),Rappelle le port de cette ville.,Quai Fillon,Rue d'Amsterdam,Port/Transport fluvial,Privé,69387.0,28543.0,,6903875587R
Rue d'Arménie,Arménie (rue d'),RUE,3e,,Actuelle,Dénommée en 1974.,Fragment de la rue du Pensionnat entre la rue Vendôme et la rue Garibaldi.,Délibération du Conseil municipal du 7 octobre 1974. Rues de Lyon à travers les siècles de Maurice Vanario (2002),En hommage à la communauté arménienne.,Rue Vendôme,Rue Garibaldi,Arménie,Métropole,69383.0,27797.0,,6903830470W
Rue d'Athènes,Athènes (rue d'),RUE,7e,,Actuelle,Dénommée en 1986.,Fragment de la rue du Colombier.,"Délibération du Conseil municipal du 28 avril 1986.
Rues de Lyon à travers les siècles de Maurice Vanario (2002)",Dénomination demandée par la communauté grecque orthodoxe. Une église orthodoxe grecque a été construite entre 1948 et 1949.,Rue des Trois-Pierres,Rue du Père-Chevrier,Religion,Métropole,69387.0,32113.0,,6903870520H
